,max_temp
381,-4.5705216838429585
382,-1.7603524454305735
383,0.14748599483586755
384,2.2529912773006275
385,2.556161733220037
386,2.556996385256662
387,1.4554949477687185
388,1.4516578268946594
389,-1.454513879567104
390,-3.3630183824832667
391,-0.4738532019154702
392,2.4129848321453435
393,4.797499578840191
394,3.479695585299254
395,1.8595780852953538
396,3.5371529976940748
397,3.7124269247010435
398,3.3854071499068175
399,3.8561016361300275
400,1.3245190230593602
401,2.690668624695112
402,4.454560426591057
403,4.816205082897452
404,4.275613913206044
405,4.832798899198043
406,3.8877726810959965
407,1.440548553920693
408,2.0911404635541277
409,5.43956300260975
410,1.285831406111189
411,5.529961546980739
412,3.771969931338968
413,3.6118736936167695
414,3.649690591481444
415,2.785439000578095
416,1.8191379090881448
417,1.5508069121064212
418,-1.019533794161541
419,1.9081365816198916
420,-1.666160580240434
421,-1.1424033167917722
422,1.379430911054678
423,3.199365211851396
424,1.8174232567713622
425,2.0336292725984606
426,-1.451991965446786
427,1.5605848589561857
428,-0.5286144042688923
429,1.980436620750016
430,0.0877648280226282
431,-0.3066023782677112
432,2.197362908120838
433,0.2996890872248148
434,1.3004050444654087
435,1.2995401420947132
436,-0.4028757894992534
437,-2.70681246062614
438,-5.512239131262881
439,-3.219124620156646
440,-4.227437314058476
441,-2.2371451770848365
442,-7.348215760204308
443,-5.360616210846638
444,-6.974313282631336
445,-1.88927334521272
446,-0.30546239423894406
447,1.1771539385785084
448,2.058610375287373
449,0.6389419814124473
450,2.4181841555717933
451,2.6963726189941104
452,0.4735434049408367
453,-0.7502671519644197
454,-0.2750224264954033
455,2.399314486330878
456,1.5727807603257014
457,0.8454138271204004
458,1.7172513650818262
459,0.5883312881547575
460,0.05869173463453903
461,2.328371055873284
462,-2.002592195077012
463,-0.5341592748810895
464,-0.4662912613933927
465,1.8010509348160235
466,4.067906558886031
467,6.934315000042868
468,8.100315779935912
469,7.465948540934242
470,5.831253034387383
471,3.7962691088539664
472,4.561036698301375
473,0.9255958102801687
474,-4.910013485923082
475,-1.3457510711516352
476,-2.981576788258738
477,-2.1174504539994636
478,-0.7533318709299229
479,-2.8891808393109053
480,-5.324957169012102
481,-3.2606206914135103
482,-3.5961312713004676
483,-3.6314488187487903
484,-2.8665333009964944
485,1.9986552457013986
486,-1.6358432957615026
487,-3.269989135153355
488,0.29625741331286126
489,-3.737064080772551
490,-2.769914175733849
491,-5.202253569489464
492,-4.834043111190436
493,-2.965243812814182
494,2.60418313929027
495,4.274276372908303
496,9.245074318521105
497,6.5166151979252955
498,3.6889370129143835
499,1.5620775340254354
500,3.6360742893541644
501,3.6109645534417654
502,4.786785336237058
503,6.363573372136665
504,-5.358634890892969
505,3.020196697891175
506,-2.299896018696609
507,-5.418877516384639
508,-4.336712599963743
509,-1.9533664137093885
510,0.03119554829651605
511,0.7170074319474997
512,-0.49589698699903106
513,-4.107484312923698
514,-2.5177215402345334
515,-7.026576063140828
516,-1.4340156853085926
517,-1.4400086293948
518,6.055476453542502
519,9.352470474760842
520,7.251003898679786
521,1.2511067338594124
522,-0.24719147588587997
523,-0.9438616602362355
524,0.6611247690251982
525,-1.932204090453446
526,-1.823820639913352
527,2.7863022123423367
528,2.998191042925871
529,-1.1881280945051618
530,-0.5726296769630306
531,-2.455288719687937
532,-3.836080783546671
533,-0.7149819822697046
534,-3.2919689895246167
535,-4.067019045823577
536,-2.540109965263131
537,-5.711220142094051
538,-6.180328557119313
539,-4.347414783918573
540,-2.2124589948968802
541,-2.075441967156266
542,-3.436345088188099
543,-2.895150361384811
544,-1.6518404113691485
545,-2.3063984891395286
546,-5.758808477029854
547,-0.7090548934824206
548,-0.057122897632413405
549,-3.402998293702697
550,-2.646667535207577
551,-3.7881177289642896
552,-4.527336638911032
553,-6.464312689730365
554,-7.199034970277033
555,-6.831493236809013
556,-2.7616779160209752
557,-4.589580107879216
558,-4.515191588257191
559,-6.938504811370907
560,-5.35951291201344
561,-3.278209707587896
562,-5.494589699938273
563,-4.008648076977595
564,-2.3203807141129094
565,-5.029784175466693
566,-2.5368557148943136
567,-0.641593276797229
568,2.4560045032682885
569,1.855938298187091
570,5.458208089085924
571,-1.6371868346610174
572,-1.1302478752216247
573,2.679022874109326
574,3.3906226295300597
575,-0.8954520824438319
576,-0.2792054239507946
577,0.7393577554491948
578,2.960231920210737
579,1.0834108504422293
580,-0.5911123562522596
581,-1.1633452827289945
582,-0.23329619005908153
583,3.099025984917872
584,-4.666388367759842
585,0.07045047166981444
586,2.4095315557367982
587,-1.6491567270190775
588,-2.105626648609743
589,2.74010886203523
590,2.9880362228972643
591,1.5381412028907562
592,2.19040892607729
593,0.7448238760708366
594,0.7013699006325584
595,-1.3399697835460644
596,3.020787414126773
597,-0.41637653670141184
598,-3.351480281988067
599,-2.984543077774102
600,-1.4155847844815739
601,-0.14462586103247865
602,1.5283126412096353
603,3.3032090846736466
604,2.0800412519882396
605,-1.24121364743882
606,-0.3605789706718525
607,-0.7780786343305426
608,1.406262892492406
609,1.8924205954772413
610,4.580368922484606
611,-0.029918208877798058
612,-1.3384674035314754
613,1.6546942189513043
614,3.049539032378343
615,2.1460389121183967
616,-2.155834756570308
617,0.34388892993343045
618,-0.3548195977698452
619,0.8480096266559727
620,-0.2476538858236541
621,2.158158929414828
622,0.7654166998137155
623,1.0740876249245037
624,-0.015860514175261464
625,-0.20446034534102075
626,2.708255104300796
627,1.0222524181330046
628,1.037497799943253
629,1.2539570839319811
630,1.7715957448298947
631,0.6903789081218021
632,1.7102713603739534
633,2.331237559661658
634,0.35324164609430975
635,-1.1237525475656547
636,0.20021851480751618
637,1.625118083500721
638,1.0509091338446575
639,-0.6224456228221542
640,0.40501627188879574
641,-1.26674296546686
642,-1.437761348977666
643,-0.30807711211933375
644,-3.1777286964327467
645,-2.846754740140379
646,-2.8151940667044557
647,-6.483085673330205
648,-2.6504687194178556
649,-2.5173825149662665
650,-2.0838665089323714
651,-2.849960277549048
652,-1.9157035126056814
653,-2.881136009694225
654,-4.646297656424738
655,-5.311228420613417
656,-1.9759683384471778
657,-2.14055750262775
658,1.5949639495007895
659,0.9305558478379099
660,0.16617800142196662
661,-0.19820978966802844
662,-3.6626477224082565
663,2.37282402107346
664,3.808165285396697
665,2.843335953819403
666,-0.021704039882305848
667,-1.7869946995494428
668,-1.2525759547939757
669,-3.7184876491745875
670,-5.38476952839778
671,-6.651461228548229
672,-7.418602264351314
673,-7.586232017471878
674,-6.754389724852095
675,-8.723114467092401
676,-6.79244515687865
677,-4.062420527458988
678,-3.4330791211738956
679,-4.204459278042677
680,-3.676599124410056
681,-2.049536561655803
682,0.9766907450288884
683,4.202045377795052
684,3.726490177216389
685,2.949988253293301
686,-1.0274970036230755
687,2.9939980880102524
688,3.514437511683135
689,3.033785563497623
690,3.9520068627409977
691,4.169066362362829
692,4.984929359353499
693,-1.4004384949793591
694,-4.5870711848392025
695,-0.9750023198770377
696,-6.364265125238573
697,-6.254892431725349
698,-4.74691666607273
699,-2.640369841347364
700,-2.0352835474672375
701,-5.0316889418470865
702,-1.2296167401718376
703,0.5709027926992469
704,-3.930160148305288
705,-5.332834899642902
706,-4.537150320469821
707,-0.7431347840949698
708,3.3491838304221435
709,3.5397781465271
710,4.12862129827761
711,4.9156869382992046
712,5.000949245587462
713,-1.4156170668457628
714,1.0659632555159089
715,3.445666016021196
716,-1.3765324259836333
717,-1.1006551481540239
718,-0.3267246583132337
719,1.2452371122128385
720,4.615208815090091
721,5.483169691298137
722,4.749099577277526
723,1.0129789109007987
724,-1.6252112627347
725,-2.365489285693693
726,1.6921271182286084
727,2.7476208487549547
728,2.500975434189983
729,3.9521750362979216
730,1.9012044549927056
731,4.848049132839143
732,4.8926951593637895
733,-0.3648707248257761
734,-0.5246611241145027
735,-0.48668798414737147
736,-1.3509625882919165
737,2.582504445703054
738,2.6137031688516545
739,-2.6573756961228634
740,-2.1307407520409045
741,-1.106399924718958
742,0.8156395393774112
743,3.7353710752794784
744,-1.447211198540586
745,1.8678875215719586
746,1.180662725993205
747,0.2911105931560316
748,1.2992279906817634
749,-0.6949875236922427
750,4.4084622986106226
751,4.309576397524872
752,5.90835440465683
753,4.204796643393726
754,2.998904128807923
755,1.9906785673563459
756,4.480122356375131
757,2.1672385833697234
758,1.5520310251005762
759,-4.165495853535254
760,-0.985336900826276
761,5.792513720227865
762,4.168062530187885
763,3.441316731243953
764,0.11228420508294246
765,3.380973510554397
766,7.0473938811360775
767,5.211555222199631
768,5.573468108077382
769,2.0331437789309303
770,-0.8094058625773295
771,-0.7541682548089144
772,-0.9011301808691385
773,-1.4502777725209395
774,-2.2015965142917038
775,-2.4550712477716408
776,0.6893138238973577
777,-0.5684248686561642
778,-2.72827026589877
779,-3.690204684443911
780,-3.154209822288525
781,-3.9202667642327054
782,-2.888355987481008
783,-3.658457367423739
784,-3.9305501835963508
785,-5.204613125815377
786,-5.780624300488917
787,-1.2585612370999977
788,2.861599105139356
789,2.8798803304650473
790,0.49630659957113465
791,-2.3890973775449016
792,-4.576306348899449
793,0.4347054719994947
794,5.443964398516163
795,4.351497263094912
796,4.757331409314439
797,2.9614946837906118
798,5.764015427930227
799,5.264922469538449
800,4.764245114282017
801,3.562013137011129
802,1.7582567729421958
803,0.45300670870441184
804,-0.15370592674737082
805,-3.1618495713508725
806,1.828607760717329
807,0.7176984695698136
808,3.8054553600138803
809,2.491911631837035
810,-0.32289913002436066
811,4.061057034569531
812,2.3438144509055143
813,3.6254077992525833
814,4.105872104592255
815,3.985242726246712
816,7.263555347407827
817,2.340845964570516
818,-2.2828491231269203
819,-2.4074933246518424
820,-1.1330497679130018
821,1.5405186893206944
822,0.7132494484212764
823,-4.114819841173739
824,-3.443651293110491
825,-0.4732067953379695
826,0.7965519786060864
827,4.765663558245543
828,7.334166664756241
829,9.002100199499647
830,6.8695032325030985
831,4.136414990889987
832,-0.6971251527363682
833,3.2689223080479977
834,4.834597001788616
835,1.7999386674176445
836,-1.6350128575140692
837,-1.4702176486338128
838,-4.105635706569865
839,-2.7412269687963127
840,-3.476951321496762
841,-3.712768611442981
842,-5.34863865788552
843,-6.984521264452318
844,-7.720376231051835
845,-5.356163365777528
846,-4.991842496809757
847,-4.727373484311718
848,-0.6627162323159284
849,0.2021692994021299
850,-4.93267691653285
851,-5.067214986933128
852,-6.601405109861232
853,-3.735207586416529
854,-2.768582832491157
855,-0.0014913904918558707
856,3.3661060589754443
857,2.0342486854621322
858,-0.09702450292234
859,-1.4276746710616877
860,4.742336831666918
861,1.6130484599474446
862,-0.9155015388626535
863,-0.8432751360582085
864,0.8297654671518977
865,-2.3963421715481252
866,-3.621560746703122
867,-2.1458532161340074
868,0.6308171880929008
869,3.70848694877804
870,-0.41280774721508795
871,-1.6330310196756774
872,-3.7521473056710035
873,-3.2701213700773097
874,-5.586918316014036
875,-3.3025035951777184
876,-2.416843018072705
877,-3.2299027641354927
878,-2.241649391750154
879,0.04795015184890428
880,2.5389285207889944
881,3.031317960889467
882,-0.27484969988734953
883,0.12045693913891142
884,-2.482731157932043
885,-2.5843834727504724
886,-1.4844699417538978
887,-3.582960965069847
888,-1.5798274152809952
889,-2.9750406460507914
890,-2.4685725006062986
891,-1.6603953200763168
892,-3.1504819516817086
893,1.3611942432236175
894,6.3746593812645935
895,0.3899390493108248
896,-3.7929417031000883
897,-6.873958371180673
898,-3.0530870021498906
899,-5.330304202326373
900,-2.5055871440558652
901,-3.1789135724711732
902,1.5497381879176482
903,0.2803892268044992
904,-3.3869399581579085
905,-5.452229467428105
906,-7.115460005468533
907,-5.976612886459547
908,-7.235670039832792
909,-2.592614015622397
910,0.05257201036765746
911,-0.800095768418668
912,-3.6506017940846913
913,-3.898931148888189
914,-2.5450695596589004
915,-0.3890034020252857
916,0.5692802955510023
917,2.5297938479338598
918,5.692548909665958
919,5.257556471517526
920,-0.6751731427683492
921,0.8943697204671937
922,-1.3338059580599877
923,0.6403081267635686
924,0.7167196019895172
925,0.29543541434918374
926,-0.8235381718036265
927,-4.340195576347598
928,-2.2545319050464014
929,0.5334570490020356
930,1.9237748041197262
931,2.8164241890067636
932,-3.988592658096345
933,-4.791274290041853
934,-6.391619951203342
935,-4.889629577699455
936,2.2146962025871755
937,2.4213560701958476
938,4.030348014478538
939,1.6416693341953152
940,1.0553166383142152
941,-0.7287141529845478
942,-4.91042780710044
943,-1.0898297776008663
944,3.6330737973938048
945,4.7582760970279
946,6.585769619730255
947,-2.9844538145643424
948,-3.952403061992781
949,-2.3180876521411085
950,-4.281517785222593
951,-1.7427043290571218
952,1.6983411841470764
953,3.641606561208425
954,2.487078951582653
955,4.334744851168355
956,4.484590106305745
957,-0.763400082031886
958,0.4907588461440655
959,1.9470508144099021
960,0.005459114690094857
961,-1.634033587794785
962,-1.4714452493949581
963,1.3932055572861115
964,-0.8401003511086165
965,1.2286172369911732
966,3.6993379339428234
967,5.472040758928279
968,6.846704144166828
969,6.023305941302191
970,1.1018234279609773
971,1.882233314481672
972,0.36451175081108467
973,-1.451365666432742
974,0.43457611326573353
975,1.6223116017080228
976,2.6118147795291025
977,4.0030591039027135
978,4.596017516401301
979,1.8906624510086925
980,4.486965842283218
981,4.08489913366874
982,5.684433285950962
983,2.485538785856601
984,-1.5118143452066182
985,-0.40765654227283044
986,-1.2020186878050279
987,1.9050678974497428
988,-0.5864285362643544
989,1.3234598416896857
990,0.8347004518683079
991,0.147260314394682
992,-0.5388939412746625
993,1.6762039335317134
994,1.1925198166952247
995,0.41001922541139724
996,-0.5713326735984663
997,-0.051571053772561104
998,-2.5307314182923966
999,-0.00884958956969406
1000,-0.1859616986380539
1001,-0.4621041744537253
1002,2.0626862668919337
1003,2.5883726330451675
1004,-2.1850823336555383
1005,-5.157716145146832
1006,-1.8295665565317463
1007,-0.8006715548997967
1008,0.12893065192244402
1009,-1.6407983533146626
1010,0.7901028140929227
1011,0.02159535223782383
1012,-5.546359715908542
1013,-3.513801530953715
1014,-4.980769385493449
1015,-3.4473027124762146
1016,-4.113441073526189
1017,-6.679224147227576
1018,-4.4446917173751475
1019,-5.9098836611927075
1020,-1.974839937524815
1021,-0.5396005750034062
1022,-3.904205660194685
1023,-4.268695325727928
1024,-3.6331097384115694
1025,-3.9974890873382503
1026,-2.161873571984179
1027,-6.426303390304508
1028,-3.890818726830078
1029,-1.3554597407672073
1030,-1.6202665541059125
1031,-1.5852792397382292
1032,0.4494621904080187
1033,1.783917797218243
1034,3.6180477262179935
1035,2.651812219374847
1036,1.1851716268719592
1037,-1.1819135811503527
1038,-1.3494828028891388
1039,-2.517575293211483
1040,-2.9862301520304912
1041,-3.5554863127263046
1042,-2.72538253061729
1043,-2.9959573714831462
1044,-1.0672492001446785
1045,0.06070383089696474
1046,-1.1121362072415892
1047,-1.8858070085940533
1048,-1.8603460211823477
1049,-1.4357904359273697
1050,0.9878228243646179
1051,1.8104571159354474
1052,3.632076084926656
1053,4.852643678144473
1054,3.5721241537365556
1055,4.090482091775726
1056,3.707682404749198
1057,-2.8763096520514546
1058,-3.561528470241046
1059,2.851991921843142
1060,1.7642178692184718
1061,-2.4248838997772797
1062,-0.7153462636328776
1063,2.792798302072212
1064,-2.3004822657148933
1065,-2.19521960802611
1066,0.20855506549770375
1067,0.31081098584864986
1068,-2.088482166236753
1069,-1.1893542512991093
1070,-1.491834662313507
1071,-8.895952315985728
1072,-7.201735644188939
1073,-8.80921258554436
1074,-7.918410577147942
1075,-9.029356546445403
1076,-3.9420769032582195
1077,-1.7565975319630098
1078,-4.272943783826542
1079,-5.691140469498446
1080,-6.511211851664039
1081,-5.333181637859545
1082,-3.8570729734517473
1083,-3.8829084347837615
1084,-6.510710022489839
1085,-6.940499154980115
1086,-6.972296662098276
1087,-5.906122778953028
1088,-4.841997139926165
1089,-3.479938772858059
1090,-3.319966093413215
1091,-2.7620968996266724
1092,2.6936516333662723
1093,3.0472629584162965
1094,1.4987211612599216
1095,0.4480109652323545
1096,5.49511773579114
1097,4.340027484850028
1098,5.582726874921067
1099,4.323203223064353
1100,-4.538555495356351
1101,-6.602560643112652
1102,-8.668822917746823
1103,-8.337352348403853
1104,-7.608158292861653
1105,-5.08124943475986
1106,-4.3566337810284255
1107,-5.7343186595165605
1108,-5.014310716822726
1109,-1.5966159163263827
1110,2.0187604635779044
1111,1.5318138310435296
1112,3.6425402821316695
1113,3.150936601967291
1114,2.2570002656912047
1115,3.860729439207719
1116,1.2621229797277884
1117,1.4611804361074023
1118,1.3579020489811944
1119,4.352288750691185
1120,2.7443421650106794
1121,-1.36593539333656
1122,2.121459080638206
1123,4.606529281298874
1124,3.889279591290446
1125,5.0697150802412665
1126,2.547841503261693
1127,2.123665299239934
1128,1.3971935889352327
1129,5.068434172869302
1130,4.637395529016279
1131,5.404086810292272
1132,1.8685178418448132
1133,3.3306991181434826
1134,5.390641799872092
1135,4.74835771062382
1136,4.003859333399785
1137,3.8571598069126383
1138,4.3082729216956945
1139,0.35721311601922423
1140,-0.5960045283850546
1141,-3.3513642907901486
1142,-3.5088498161291577
1143,-0.9684441198384341
1144,-2.1301295928870854
1145,-5.093888006991678
1146,-0.05970052001392112
1147,-0.4275476815405561
1148,-2.8974094386429394
1149,-4.169265141815491
1150,-2.8430935510903392
1151,-0.9188728423273114
1152,2.303419386323596
1153,4.723806107788158
1154,2.2423108592652623
1155,3.2589577352566463
1156,2.6737713804321075
1157,2.0867769823312736
1158,2.298000263905167
1159,0.8074674758986324
1160,0.41520538907707394
1161,0.7212412862986364
1162,1.9256029544351074
1163,3.5283186761435354
1164,0.9294172214909047
1165,0.028927839434384595
1166,1.7268802491601987
1167,3.02330463128264
1168,-0.4817683810929161
1169,-1.2883077114416501
1170,0.8037181509784386
1171,1.294341141795023
1172,-1.816406387935431
1173,-2.9284916813076114
1174,-1.9418815852676685
1175,2.3434574395691614
1176,2.6275593089867213
1177,2.0104583051246734
1178,5.292189066326284
1179,6.17278657688145
1180,6.4522861566664975
1181,3.830723450685394
1182,-1.4918655814861252
1183,-1.9154446763487551
1184,-1.339977277218662
1185,1.134573454947505
1186,0.30824463064313434
1187,3.1810736208226404
1188,5.553098045834479
1189,8.52435576428115
1190,0.49488486180779523
1191,3.364723639824437
1192,-2.966089395836567
1193,-2.097515546322724
1194,-0.3295159312215665
1195,-3.4620515000740584
1196,-3.6950830439383933
1197,-3.1285712070009493
1198,1.1375235017692127
1199,3.5032406969263468
1200,2.7686201048166987
1201,0.7337015518145756
1202,0.49852495252881157
1203,1.2631302979828218
1204,1.9275576437720645
1205,2.0918470982025785
1206,2.856038810413931
1207,0.3201729584898526
1208,-0.21571026243973224
1209,2.948429347898551
1210,-0.9873680169827206
1211,1.3769378177654317
1212,2.241386996431976
1213,-3.093980379142418
1214,-0.9291242614401819
1215,-1.5640046691264622
1216,-2.198581698888252
1217,-3.2328155372512946
1218,-3.766666472369506
1219,-5.0000949057851845
1220,-6.533061364154763
1221,-4.565526510938383
1222,-2.7974511580480943
1223,-1.0287962774529502
1224,-0.059523012735852365
1225,2.01040730939957
1226,3.581033167677166
1227,5.952392834853218
1228,5.724524366383271
1229,7.897465589152432
1230,4.971254090274216
1231,0.9459272059595496
1232,2.621522010460907
1233,0.6980753050932611
1234,-1.2243763926636704
1235,0.6542031400208765
